0	-1.0	204.0
1	-1.0	63.0
2	-1.0	52.0
3	-1.0	32.0
4	-1.0	69.0
5	-1.0	77.0
6	-1.0	46.0
7	-1.0	41.0
8	-1.0	65.0
9	-1.0	52.0
10	-1.0	117.0
11	-1.0	321.0
12	-1.0	442.0
13	-1.0	232.0
14	-1.0	362.0
15	-1.0	157.0
16	-1.0	211.0
17	-1.0	254.0
18	-1.0	169.0
19	-1.0	98.0
20	-1.0	127.0
21	-1.0	105.0
22	-1.0	142.0
23	-1.0	80.0
24	-1.0	65.0
25	-1.0	305.0
26	-1.0	297.0
27	-1.0	13096.0
28	-1.0	20535.0
29	-1.0	20836.0
30	-1.0	20593.0
31	-1.0	18641.0
32	-1.0	19051.0
33	-1.0	17912.0
34	-1.0	18139.0
35	-1.0	19299.0
36	-1.0	23388.0
37	-1.0	577.0
38	-1.0	630.0
39	-1.0	176.0
40	-1.0	83.0
41	-1.0	85.0
42	-1.0	177.0
43	-1.0	63.0
44	-1.0	22.0
45	-1.0	6.0
46	-1.0	6.0
47	-1.0	2.0
48	-1.0	5.0
49	-1.0	5.0
50	-1.0	10.0
51	-1.0	20.0
52	-1.0	22.0
53	-1.0	12.0
54	-1.0	16.0
55	-1.0	7.0
56	-1.0	11.0
57	-1.0	6.0
58	-1.0	9.0
59	-1.0	5.0
60	-1.0	8.0
61	-1.0	5.0
62	-1.0	6.0
63	-1.0	11.0
64	-1.0	68.0
65	-1.0	112.0
66	-1.0	63.0
67	-1.0	99.0
68	-1.0	246.0
69	-1.0	266.0
70	-1.0	836.0
71	-1.0	33265.0
72	-1.0	34988.0
73	-1.0	33878.0
74	-1.0	1291.0
75	-1.0	482.0
76	-1.0	468.0
77	-1.0	427.0
78	-1.0	793.0
79	-1.0	346.0
80	-1.0	339.0
81	-1.0	362.0
82	-1.0	362.0
83	-1.0	350.0
84	-1.0	356.0
85	-1.0	7835.0
86	-1.0	7994.0
87	-1.0	557.0
88	-1.0	9019.0
89	-1.0	9392.0
90	-1.0	9392.0
91	-1.0	9392.0
92	-1.0	9392.0
93	-1.0	9392.0
94	-1.0	9392.0
95	-1.0	9392.0
96	-1.0	9392.0
97	-1.0	9392.0
98	-1.0	9392.0
99	-1.0	9392.0
